datetime,open,high,low,close,volume
2026-07-10 00:27:00+00:00,29843.25,29845.25,29820.75,29837.0,492
2026-07-10 00:30:00+00:00,29838.0,29845.0,29824.0,29830.75,416
2026-07-10 00:33:00+00:00,29831.75,29836.0,29807.75,29814.75,706
2026-07-10 00:36:00+00:00,29814.25,29821.75,29805.0,29806.25,496
2026-07-10 00:39:00+00:00,29807.5,29826.25,29804.25,29817.75,465
2026-07-10 00:42:00+00:00,29818.0,29832.5,29817.75,29828.0,692
2026-07-10 00:45:00+00:00,29827.5,29832.5,29823.0,29830.5,439
2026-07-10 00:48:00+00:00,29831.5,29833.25,29808.0,29824.25,593
2026-07-10 00:51:00+00:00,29825.75,29836.0,29824.75,29833.5,323
2026-07-10 00:54:00+00:00,29832.25,29854.75,29828.5,29851.25,1067
2026-07-10 00:57:00+00:00,29852.0,29870.0,29851.0,29866.5,920
2026-07-10 01:00:00+00:00,29866.5,29870.75,29840.25,29842.0,605
2026-07-10 01:03:00+00:00,29841.0,29847.0,29819.5,29826.5,517
2026-07-10 01:06:00+00:00,29824.75,29844.75,29823.0,29837.0,540
2026-07-10 01:09:00+00:00,29838.75,29842.5,29817.5,29837.0,593
2026-07-10 01:12:00+00:00,29836.75,29851.5,29836.75,29845.5,332
2026-07-10 01:15:00+00:00,29843.5,29858.5,29836.75,29858.0,307
2026-07-10 01:18:00+00:00,29857.25,29865.75,29849.25,29861.75,310
2026-07-10 01:21:00+00:00,29859.5,29872.75,29849.5,29871.25,332
2026-07-10 01:24:00+00:00,29870.75,29877.25,29853.0,29856.75,409
2026-07-10 01:27:00+00:00,29855.0,29866.25,29850.5,29866.25,213
2026-07-10 01:30:00+00:00,29867.25,29879.0,29854.75,29875.5,310
2026-07-10 01:33:00+00:00,29878.0,29887.75,29870.0,29873.25,374
2026-07-10 01:36:00+00:00,29873.5,29889.75,29873.0,29889.75,313
2026-07-10 01:39:00+00:00,29889.5,29902.5,29887.25,29890.25,666
2026-07-10 01:42:00+00:00,29890.25,29898.0,29883.75,29885.25,190
2026-07-10 01:45:00+00:00,29885.75,29909.5,29881.5,29907.0,472
2026-07-10 01:48:00+00:00,29907.25,29920.5,29905.5,29915.0,453
2026-07-10 01:51:00+00:00,29916.25,29922.75,29901.0,29905.0,301
2026-07-10 01:54:00+00:00,29903.25,29907.5,29898.25,29902.25,190
2026-07-10 01:57:00+00:00,29903.0,29910.75,29889.75,29891.5,307
2026-07-10 02:00:00+00:00,29895.0,29895.25,29865.25,29879.5,635
2026-07-10 02:03:00+00:00,29879.25,29889.5,29877.0,29881.75,232
2026-07-10 02:06:00+00:00,29884.5,29901.25,29875.5,29897.75,273
2026-07-10 02:09:00+00:00,29897.5,29898.5,29880.25,29881.5,171
2026-07-10 02:12:00+00:00,29882.0,29888.5,29871.5,29880.75,257
2026-07-10 02:15:00+00:00,29881.25,29881.25,29860.0,29862.5,480
2026-07-10 02:18:00+00:00,29862.5,29879.0,29861.75,29867.5,346
2026-07-10 02:21:00+00:00,29867.75,29873.5,29854.25,29862.75,359
2026-07-10 02:24:00+00:00,29865.75,29884.75,29864.0,29881.0,318
2026-07-10 02:27:00+00:00,29881.0,29883.5,29871.5,29882.5,373
2026-07-10 02:30:00+00:00,29883.25,29896.25,29874.0,29894.5,410
2026-07-10 02:33:00+00:00,29895.5,29902.75,29889.5,29892.0,299
2026-07-10 02:36:00+00:00,29891.0,29902.75,29890.75,29902.5,149
2026-07-10 02:39:00+00:00,29903.0,29916.25,29901.25,29911.75,389
2026-07-10 02:42:00+00:00,29912.75,29914.25,29905.25,29908.25,260
2026-07-10 02:45:00+00:00,29908.5,29928.75,29902.0,29926.25,487
2026-07-10 02:48:00+00:00,29927.75,29934.25,29920.5,29933.25,340
2026-07-10 02:51:00+00:00,29933.75,29949.0,29933.75,29945.25,509
2026-07-10 02:54:00+00:00,29944.25,29947.0,29934.5,29944.5,287
2026-07-10 02:57:00+00:00,29943.25,29952.5,29941.0,29952.0,174
2026-07-10 03:00:00+00:00,29952.0,29953.5,29942.5,29952.5,190
2026-07-10 03:03:00+00:00,29951.25,29959.5,29948.5,29953.5,246
2026-07-10 03:06:00+00:00,29952.5,29963.5,29952.25,29954.75,207
2026-07-10 03:09:00+00:00,29955.0,29957.25,29943.0,29946.75,231
2026-07-10 03:12:00+00:00,29946.75,29948.5,29940.25,29947.25,174
2026-07-10 03:15:00+00:00,29947.5,29949.75,29941.25,29948.5,109
2026-07-10 03:18:00+00:00,29948.75,29950.5,29939.0,29941.5,128
2026-07-10 03:21:00+00:00,29942.25,29945.5,29936.25,29937.75,197
2026-07-10 03:24:00+00:00,29939.75,29939.75,29924.0,29924.25,277
2026-07-10 03:27:00+00:00,29924.5,29930.75,29922.0,29923.5,154
2026-07-10 03:30:00+00:00,29925.25,29932.75,29918.0,29924.75,240
2026-07-10 03:33:00+00:00,29924.0,29931.0,29921.0,29928.75,110
